Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),Tons
'344900456630,CHEM_PET,S10012019E10312019,3432
'379130261020,COAL,S10012019E10312019,22880
'439900456940,MET_ORE,S10012019E10312019,4160
'279597256808,COAL,S08012019E08312019,25814
'257500461450,OTHER,S12012019E12312019,1240
'272997465310,CHEM_PET,S09012019E09302019,3840
'566790456373,MO_VEH,S01012019E01312019,920
'209740380000,IM,S07012019E07312019,1520
'232357206299,MET_ORE,S10012019E10312019,3920
'566790345340,MO_VEH,S08012019E08312019,1680
'656526581520,FOR_PROD,S06012019E06302019,3280
'359900497540,IM,S11012019E11302019,1520
'365730365115,MO_VEH,S07012019E07312019,2040
'424980344200,MET_ORE,S10012019E10312019,3840
'456201447850,CHEM_PET,S04012019E04302019,320
'349155491200,MO_VEH,S05012019E05312019,2400
'441595467850,AG_FOOD,S11012019E11302019,7440
'647000456130,CHEM_PET,S12012019E12312019,4000
'663687647000,IM,S02012019E02282019,1760
'424250412713,NONMET_PRO,S07012019E07312019,3320
'047600342250,CHEM_PET,S03012019E03312019,4240
'345237414447,AG_FOOD,S12012019E12312019,4080
'380000261004,IM,S12012019E12312019,27040
'181670145459,AG_FOOD,S04012019E04302019,4428
'387292211640,AG_FOOD,S04012019E04302019,26736
'318100380000,CHEM_PET,S12012019E12312019,2360
'396640365730,CHEM_PET,S04012019E04302019,4200
'347527261203,CHEM_PET,S11012019E11302019,5800
'281144472600,OTHER,S05012019E05312019,2000
'469880647000,NONMET_PRO,S02012019E02282019,3520
'469730258688,AG_FOOD,S02012019E02282019,3600
'461450380000,AG_FOOD,S11012019E11302019,11240
'318100341800,NONMET_PRO,S12012019E12312019,7880
'191651368700,IM,S02012019E02282019,6480
'417500497540,IM,S02012019E02282019,400
'472780447850,IM,S01012019E01312019,4840
'191651381315,IM,S12012019E12312019,87720
'363510413394,MET_ORE,S02012019E02282019,3440
'380000191480,AG_FOOD,S02012019E02282019,7360
'218786208548,CHEM_PET,S04012019E04302019,39480
'472605479947,MET_ORE,S01012019E01312019,3960
'381315191490,MET_ORE,S10012019E10312019,840
'381315218500,IM,S03012019E03312019,1200
'369140380000,MO_VEH,S02012019E02282019,6400
'667300646123,AG_FOOD,S02012019E02282019,8240
'396246209228,CHEM_PET,S01012019E01312019,3600
'380000343100,IM,S02012019E02282019,8640
'649111262600,CHEM_PET,S08012019E08312019,3280
'461450461450,FOR_PROD,S05012019E05312019,5160
'318378439900,MO_VEH,S02012019E02282019,1600
'341430380000,NONMET_PRO,S01012019E01312019,4040
'456201380639,CHEM_PET,S05012019E05312019,360
'381315148250,AG_FOOD,S01012019E01312019,4880
'472840348540,MO_VEH,S09012019E09302019,800
'396640359820,MO_VEH,S07012019E07312019,8000
'396640183300,CHEM_PET,S09012019E09302019,3680
'499600191410,IM,S11012019E11302019,5080
'368700191821,IM,S06012019E06302019,2360
'413350445450,AG_FOOD,S11012019E11302019,4320
'457440497800,NONMET_PRO,S02012019E02282019,20396
'380000497646,AG_FOOD,S11012019E11302019,4120
'472780447850,CHEM_PET,S07012019E07312019,520
'191651381315,IM,S04012019E04302019,89040
'396640368260,AG_FOOD,S10012019E10312019,3120
'434300447850,IM,S05012019E05312019,11200
'475630318100,NONMET_PRO,S05012019E05312019,3000
'413350492448,AG_FOOD,S09012019E09302019,3240
'653900491200,MET_ORE,S06012019E06302019,400
'445457447841,NONMET_PRO,S02012019E02282019,38728
'457211461450,NONMET_PRO,S09012019E09302019,24348
'318100491201,MO_VEH,S11012019E11302019,5600
'439790206297,CHEM_PET,S02012019E02282019,1200
'435212439900,MO_VEH,S09012019E09302019,4000
'380000145574,MO_VEH,S10012019E10312019,2920
'343689148250,AG_FOOD,S08012019E08312019,2640
'191488318100,IM,S10012019E10312019,2240
'472880185400,CHEM_PET,S12012019E12312019,3840
'349155491200,MO_VEH,S02012019E02282019,1600
'343100491225,MO_VEH,S12012019E12312019,2000
'219986232427,COAL,S10012019E10312019,115920
'445662236381,MO_VEH,S02012019E02282019,800
'257452256583,NONMET_PRO,S07012019E07312019,8000
'417500414948,CHEM_PET,S10012019E10312019,3760
'499738497514,NONMET_PRO,S11012019E11302019,17904
'265333196115,FOR_PROD,S12012019E12312019,2600
'341800261107,IM,S07012019E07312019,2000
'341800424980,OTHER,S11012019E11302019,3920
'645172658671,CHEM_PET,S12012019E12312019,3440
'191478341949,IM,S01012019E01312019,2800
'392200567500,AG_FOOD,S12012019E12312019,4200
'428871171760,MO_VEH,S02012019E02282019,400
'345282315460,CHEM_PET,S03012019E03312019,2560
'318100234093,IM,S01012019E01312019,400
'647000457210,CHEM_PET,S12012019E12312019,3880
'380000417484,CHEM_PET,S01012019E01312019,3720
'647000447850,CHEM_PET,S04012019E04302019,24080
'272997252962,CHEM_PET,S02012019E02282019,2640
'396640396140,CHEM_PET,S02012019E02282019,3200
'318100178964,IM,S11012019E11302019,400
'647000380001,AG_FOOD,S12012019E12312019,3600
'234000380000,AG_FOOD,S02012019E02282019,7160
'472990421350,NONMET_PRO,S05012019E05312019,4080
'468460428878,AG_FOOD,S03012019E03312019,4848
'272940407384,CHEM_PET,S11012019E11302019,2640
'647000216433,CHEM_PET,S07012019E07312019,3920
'234000148143,AG_FOOD,S07012019E07312019,3520
'191651318100,IM,S08012019E08312019,13560
'365730396640,MO_VEH,S07012019E07312019,2200
'396640345237,CHEM_PET,S10012019E10312019,3840
'647000459430,CHEM_PET,S11012019E11302019,3960
'279216279210,CHEM_PET,S07012019E07312019,23400
'409711447179,FOR_PROD,S05012019E05312019,7200
'268476261020,COAL,S12012019E12312019,171013
'647000345435,AG_FOOD,S11012019E11302019,4320
'380000186512,CHEM_PET,S05012019E05312019,3840
'273347318730,COAL,S05012019E05312019,31480
'381315207800,AG_FOOD,S05012019E05312019,1680
'345928216679,NONMET_PRO,S11012019E11302019,4040
'359900282212,CHEM_PET,S08012019E08312019,3800
'279517256803,COAL,S04012019E04302019,101246
'663687652352,IM,S01012019E01312019,320
'318100261004,MET_ORE,S08012019E08312019,1200
'286516145574,MO_VEH,S02012019E02282019,4960
'487158609300,CHEM_PET,S03012019E03312019,3160
'380000384869,CHEM_PET,S06012019E06302019,3840
'361800223228,AG_FOOD,S12012019E12312019,7800
'392200396292,AG_FOOD,S05012019E05312019,3720
'318101396640,MO_VEH,S10012019E10312019,5920
'396640316652,OTHER,S04012019E04302019,800
'277601277715,COAL,S12012019E12312019,32628
'479479363300,MET_ORE,S04012019E04302019,3960
'380000286557,CHEM_PET,S05012019E05312019,400
'380000191600,AG_FOOD,S09012019E09302019,6720
'380000194132,NONMET_PRO,S02012019E02282019,920
'488680497653,CHEM_PET,S12012019E12312019,3920
'380000343689,MO_VEH,S10012019E10312019,1880
'380000428180,CHEM_PET,S04012019E04302019,4360
'345340252250,AG_FOOD,S06012019E06302019,7840
'647000389970,AG_FOOD,S08012019E08312019,3600
'141260380000,FOR_PROD,S09012019E09302019,4400
'432977318721,NONMET_PRO,S04012019E04302019,4600
'261107396640,IM,S05012019E05312019,2600
'647000456388,CHEM_PET,S03012019E03312019,7120
'281435232305,CHEM_PET,S05012019E05312019,2244
'380000262600,CHEM_PET,S06012019E06302019,3800
'318100380000,CHEM_PET,S10012019E10312019,1920
'207310566900,FOR_PROD,S11012019E11302019,400
'366650253900,AG_FOOD,S07012019E07312019,27195
'278422363216,COAL,S06012019E06302019,23912
'173360185180,OTHER,S12012019E12312019,10000
'208513258800,CHEM_PET,S06012019E06302019,3880
'206260567500,CHEM_PET,S02012019E02282019,1200
'047600496680,CHEM_PET,S08012019E08312019,2560
'461450409124,CHEM_PET,S01012019E01312019,3920
'285582380000,IM,S05012019E05312019,2160
'396640277370,CHEM_PET,S04012019E04302019,3360
'342656344802,NONMET_PRO,S04012019E04302019,26775
'344192380000,FOR_PROD,S03012019E03312019,4160
'393317369450,MET_ORE,S01012019E01312019,12516
'380639261121,IM,S02012019E02282019,5320
'380000209740,FOR_PROD,S03012019E03312019,3240
'647000497514,CHEM_PET,S01012019E01312019,8120
'396640361507,CHEM_PET,S05012019E05312019,3800
'457440491200,NONMET_PRO,S08012019E08312019,32680
'279749413314,COAL,S04012019E04302019,25792
'277592418578,COAL,S06012019E06302019,98802
'380000291674,CHEM_PET,S03012019E03312019,3880
'447850353279,CHEM_PET,S09012019E09302019,3840
'663687652352,IM,S12012019E12312019,960
'491200206297,AG_FOOD,S11012019E11302019,400
'396246221268,CHEM_PET,S07012019E07312019,5964
'461446497800,IM,S03012019E03312019,1760
'647000443290,CHEM_PET,S06012019E06302019,2320
'347236363228,MET_ORE,S04012019E04302019,3760
'261000380000,IM,S10012019E10312019,14960
'472600456200,CHEM_PET,S02012019E02282019,920
'232357283527,MET_ORE,S11012019E11302019,4400
'384869201788,NONMET_PRO,S02012019E02282019,7960
'381315191821,IM,S03012019E03312019,54280
'341800368700,NONMET_PRO,S03012019E03312019,7848
'491200234000,IM,S09012019E09302019,3400
'481220461417,FOR_PROD,S04012019E04302019,2240
'428878486160,AG_FOOD,S03012019E03312019,2000
'463248474726,FOR_PROD,S08012019E08312019,3280
'191560380000,IM,S11012019E11302019,29120
'368700191651,IM,S10012019E10312019,5320
'471340447850,CHEM_PET,S12012019E12312019,400
'428871221003,MO_VEH,S03012019E03312019,1320
'475930319300,AG_FOOD,S11012019E11302019,3480
'363400267883,CHEM_PET,S11012019E11302019,9852
'261100409124,NONMET_PRO,S07012019E07312019,16000
'412750380000,CHEM_PET,S04012019E04302019,1200
'435212497860,MO_VEH,S07012019E07312019,1000
'380000427910,CHEM_PET,S03012019E03312019,16488
'261109353100,CHEM_PET,S12012019E12312019,1360
'453131461446,FOR_PROD,S09012019E09302019,1000
'647000412790,CHEM_PET,S04012019E04302019,2320
'362686262237,AG_FOOD,S03012019E03312019,5160
'345237456730,CHEM_PET,S07012019E07312019,2880
'341800353100,NONMET_PRO,S12012019E12312019,26344
'318342396640,CHEM_PET,S06012019E06302019,5808
'364814458520,AG_FOOD,S09012019E09302019,4812
'475470414954,FOR_PROD,S01012019E01312019,3480
'447850439900,IM,S02012019E02282019,11160
'368700453816,AG_FOOD,S12012019E12312019,28809
'457210647000,CHEM_PET,S07012019E07312019,13920
'268667351210,NONMET_PRO,S12012019E12312019,3588
'369471274667,MET_ORE,S04012019E04302019,3640
'380000256600,AG_FOOD,S04012019E04302019,4280
'318360185400,MO_VEH,S02012019E02282019,680
'384846472210,CHEM_PET,S03012019E03312019,1560
'347527456730,CHEM_PET,S06012019E06302019,2880
'380000191830,AG_FOOD,S12012019E12312019,4080
'318340369471,MET_ORE,S11012019E11302019,6204
'028850406414,CHEM_PET,S01012019E01312019,3920
'375111439900,NONMET_PRO,S10012019E10312019,4000
'384850273550,NONMET_PRO,S08012019E08312019,27560
'353100185180,OTHER,S01012019E01312019,2280
'286550421350,CHEM_PET,S12012019E12312019,4040
'472985218172,NONMET_PRO,S11012019E11302019,4240
'396298318850,CHEM_PET,S11012019E11302019,4120
'359876428880,CHEM_PET,S06012019E06302019,3720
'191821368700,IM,S03012019E03312019,10520
'494945221000,CHEM_PET,S05012019E05312019,3680
'387767368260,AG_FOOD,S04012019E04302019,4440
'318378191649,MO_VEH,S12012019E12312019,11400
'194167207800,MET_ORE,S10012019E10312019,7280
'287857495165,COAL,S11012019E11302019,23852
'613589656940,NONMET_PRO,S03012019E03312019,60384
'396640409448,CHEM_PET,S04012019E04302019,3880
'380000257343,AG_FOOD,S10012019E10312019,4400
'439900497540,AG_FOOD,S04012019E04302019,1440
'439900292177,CHEM_PET,S05012019E05312019,8400
'396640384450,CHEM_PET,S08012019E08312019,6480
'218852272320,MET_ORE,S11012019E11302019,8680
'346319318342,MET_ORE,S08012019E08312019,3720
'479947566900,CHEM_PET,S02012019E02282019,3520
'472983459430,NONMET_PRO,S11012019E11302019,12880
'341800261109,CHEM_PET,S02012019E02282019,1600
'566900456495,AG_FOOD,S07012019E07312019,2000
'647000318378,CHEM_PET,S02012019E02282019,4040
'368700408452,AG_FOOD,S04012019E04302019,28734
'277662256803,COAL,S05012019E05312019,51540
'567500369932,OTHER,S04012019E04302019,2040
'363866185329,CHEM_PET,S03012019E03312019,3432
'381315207800,NONMET_PRO,S04012019E04302019,800
'491110421350,FOR_PROD,S06012019E06302019,5400
'472840208572,MO_VEH,S06012019E06302019,800
'396640271738,CHEM_PET,S12012019E12312019,6160
'206260380000,CHEM_PET,S10012019E10312019,3600
'296420295540,FOR_PROD,S10012019E10312019,2560
'369140204383,AG_FOOD,S01012019E01312019,4360
'216433145460,CHEM_PET,S11012019E11302019,2520
'457440497127,NONMET_PRO,S04012019E04302019,25888
'380639447850,CHEM_PET,S01012019E01312019,200
'361442414955,AG_FOOD,S11012019E11302019,7216
'653900472600,IM,S08012019E08312019,2000
'439900295940,CHEM_PET,S03012019E03312019,3760
'261121359814,IM,S08012019E08312019,4400
'380000145460,FOR_PROD,S01012019E01312019,4000
'380000347185,IM,S04012019E04302019,400
'363228346319,MET_ORE,S11012019E11302019,8080
'380000445662,MO_VEH,S07012019E07312019,800
'396640174358,FOR_PROD,S06012019E06302019,3600
'567500204212,MET_ORE,S09012019E09302019,1200
'439790417500,IM,S04012019E04302019,1600
'178964380000,CHEM_PET,S08012019E08312019,800
'380000191560,AG_FOOD,S10012019E10312019,6400
'461417359900,IM,S03012019E03312019,400
'363510363228,MET_ORE,S01012019E01312019,3720
'257452256765,NONMET_PRO,S08012019E08312019,6000
'497592497777,CHEM_PET,S08012019E08312019,38640
'447850439900,CHEM_PET,S02012019E02282019,400
'396640171983,AG_FOOD,S01012019E01312019,3960
'359430472150,MET_ORE,S05012019E05312019,6280
'283625497854,NONMET_PRO,S04012019E04302019,3360
'359900497540,IM,S09012019E09302019,800
'380000234000,AG_FOOD,S05012019E05312019,5120
'268882343112,COAL,S12012019E12312019,24408
'647000453370,CHEM_PET,S05012019E05312019,2320
'384850343940,NONMET_PRO,S01012019E01312019,8720
'368700191410,CHEM_PET,S07012019E07312019,1240
'269290445990,COAL,S07012019E07312019,31203
'261107359900,IM,S12012019E12312019,1240
'259889253423,NONMET_PRO,S01012019E01312019,3880
'191650380037,MO_VEH,S01012019E01312019,600
'208548379500,CHEM_PET,S11012019E11302019,3880
'234000380000,IM,S12012019E12312019,1920
'457210273550,CHEM_PET,S01012019E01312019,3800
'380000191821,IM,S10012019E10312019,11720
'656140684460,FOR_PROD,S02012019E02282019,4080
'661152566900,FOR_PROD,S11012019E11302019,5760
'318378236381,MO_VEH,S12012019E12312019,9400
'264500203144,CHEM_PET,S06012019E06302019,3960
'297340461450,CHEM_PET,S11012019E11302019,3760
'191821185400,IM,S07012019E07312019,5600
'403896380000,CHEM_PET,S08012019E08312019,34720
'494942461453,FOR_PROD,S11012019E11302019,2680
'380000202217,AG_FOOD,S11012019E11302019,11088
'647000191502,OTHER,S03012019E03312019,3600
'433117472206,MET_ORE,S11012019E11302019,7560
'447850443241,IM,S06012019E06302019,76160
'567732369932,OTHER,S05012019E05312019,1520
'380037141260,MO_VEH,S07012019E07312019,600
'345237406631,AG_FOOD,S10012019E10312019,3804
'567500178964,IM,S01012019E01312019,1200
'215119218172,COAL,S01012019E01312019,30900
'343100496210,AG_FOOD,S01012019E01312019,3800
'457645461413,NONMET_PRO,S11012019E11302019,11600
'647000497632,AG_FOOD,S12012019E12312019,2800
'466430467960,OTHER,S07012019E07312019,800
'380639461450,IM,S08012019E08312019,4640
'477830647000,MET_ORE,S03012019E03312019,3320
'266400461450,OTHER,S08012019E08312019,1960
'392940392200,COAL,S08012019E08312019,93209
'439900439887,CHEM_PET,S09012019E09302019,1720
'699380684800,MO_VEH,S04012019E04302019,23200
'218500234000,CHEM_PET,S10012019E10312019,7960
'343100341430,CHEM_PET,S07012019E07312019,3720
'380000214200,AG_FOOD,S10012019E10312019,4400
'647000354600,AG_FOOD,S06012019E06302019,3600
'380000206260,IM,S01012019E01312019,56800
'396640189520,AG_FOOD,S04012019E04302019,4400
'380000274650,CHEM_PET,S07012019E07312019,3800
'380000233425,AG_FOOD,S04012019E04302019,6408
'286557380000,FOR_PROD,S04012019E04302019,400
'457620463248,NONMET_PRO,S09012019E09302019,3840
'357998363510,MET_ORE,S09012019E09302019,38600
'359814261121,AG_FOOD,S02012019E02282019,800
'461446434300,IM,S11012019E11302019,32200
'355272446893,CHEM_PET,S08012019E08312019,3880
'209652236744,NONMET_PRO,S11012019E11302019,13588
'380037491200,MO_VEH,S02012019E02282019,1800
'286557231195,OTHER,S10012019E10312019,15760
'191410396640,CHEM_PET,S01012019E01312019,800
'647000198543,CHEM_PET,S07012019E07312019,6600
'315878566786,MO_VEH,S04012019E04302019,4080
'447850417500,IM,S09012019E09302019,2480
'359900445662,MO_VEH,S11012019E11302019,3040
'343100491225,MO_VEH,S10012019E10312019,1000
'282455380000,NONMET_PRO,S09012019E09302019,8000
'380639234000,CHEM_PET,S12012019E12312019,1080
'185400208548,CHEM_PET,S10012019E10312019,2520
'463560455410,NONMET_PRO,S01012019E01312019,4600
'343100442305,CHEM_PET,S07012019E07312019,13040
'391794372114,AG_FOOD,S02012019E02282019,25872
'396640497592,CHEM_PET,S09012019E09302019,4400
'497560373440,AG_FOOD,S01012019E01312019,4320
'372114417947,AG_FOOD,S04012019E04302019,8200
'381474359900,MET_ORE,S03012019E03312019,2960
'345237380000,CHEM_PET,S05012019E05312019,11760
'472600456200,CHEM_PET,S06012019E06302019,2240
'396640341430,CHEM_PET,S07012019E07312019,3120
'283122379500,OTHER,S10012019E10312019,4040
'439900261200,CHEM_PET,S10012019E10312019,3880
'647000221279,CHEM_PET,S05012019E05312019,4000
'347527207269,CHEM_PET,S04012019E04302019,3492
'279216396640,CHEM_PET,S03012019E03312019,3840
'380639456201,AG_FOOD,S10012019E10312019,800
'380000459150,AG_FOOD,S11012019E11302019,3800
'465310387650,FOR_PROD,S01012019E01312019,2720
'363228209420,MET_ORE,S01012019E01312019,3200
'261107380639,IM,S08012019E08312019,5320
'218500361433,MET_ORE,S02012019E02282019,3600
'362686465410,AG_FOOD,S07012019E07312019,4280
'453954412790,FOR_PROD,S08012019E08312019,6040
'206260567500,IM,S08012019E08312019,8320
'283110286550,OTHER,S07012019E07312019,3600
'380000191490,NONMET_PRO,S03012019E03312019,240
'209189359900,OTHER,S04012019E04302019,3640
'447523407716,NONMET_PRO,S04012019E04302019,4440
'343100474726,CHEM_PET,S08012019E08312019,4000
'345237451470,CHEM_PET,S07012019E07312019,2560
'566790345340,MO_VEH,S12012019E12312019,560
'396640191649,MO_VEH,S05012019E05312019,7840
'209740439900,OTHER,S07012019E07312019,800
'295540286516,MO_VEH,S09012019E09302019,6920
'647000442560,CHEM_PET,S05012019E05312019,10600
'318100365115,MO_VEH,S02012019E02282019,8000
'148250381315,FOR_PROD,S10012019E10312019,280
'380000191810,FOR_PROD,S03012019E03312019,11760
'407750491200,AG_FOOD,S05012019E05312019,3760
'495165461450,NONMET_PRO,S09012019E09302019,9320
'380000491200,AG_FOOD,S04012019E04302019,7400
'380000459370,FOR_PROD,S08012019E08312019,3240
'257500262400,OTHER,S04012019E04302019,1560
'353100380000,FOR_PROD,S06012019E06302019,800
'353100357998,OTHER,S07012019E07312019,1080
'380000173360,FOR_PROD,S12012019E12312019,1200
'472966445485,NONMET_PRO,S11012019E11302019,11800
'191410182340,CHEM_PET,S11012019E11302019,1240
'218101217625,MET_ORE,S01012019E01312019,20212
'381315209740,IM,S09012019E09302019,27240
'380000285582,CHEM_PET,S08012019E08312019,1600
'380000207310,FOR_PROD,S09012019E09302019,400
'359900348962,CHEM_PET,S08012019E08312019,4000
'444690343650,CHEM_PET,S12012019E12312019,3960
'452770499600,NONMET_PRO,S09012019E09302019,3880
'566900261000,IM,S06012019E06302019,400
'442876404159,FOR_PROD,S02012019E02282019,3840
'363510208548,CHEM_PET,S10012019E10312019,13160
'479342318100,FOR_PROD,S12012019E12312019,4080
'170111403330,CHEM_PET,S11012019E11302019,8640
'647000207390,CHEM_PET,S05012019E05312019,3560
'363505353100,MET_ORE,S10012019E10312019,7080
'357998479800,CHEM_PET,S06012019E06302019,8200
'315859413332,MO_VEH,S11012019E11302019,960
'285582380000,MO_VEH,S03012019E03312019,1600
'457440491965,NONMET_PRO,S01012019E01312019,9308
'457211497517,NONMET_PRO,S07012019E07312019,34300
'396640191410,IM,S12012019E12312019,2840
'647000447162,CHEM_PET,S12012019E12312019,3040
'214952214846,MET_ORE,S04012019E04302019,8700
'380000413791,CHEM_PET,S12012019E12312019,68601
'567257396640,MO_VEH,S12012019E12312019,15640
'362140361433,MET_ORE,S03012019E03312019,3800
'443241447842,IM,S05012019E05312019,1760
'204985344200,MET_ORE,S08012019E08312019,4360
'566900456495,IM,S03012019E03312019,8400
'442849409711,FOR_PROD,S12012019E12312019,12000
'379500453893,COAL,S08012019E08312019,116368
'368260209667,AG_FOOD,S11012019E11302019,8000
'444780472600,NONMET_PRO,S10012019E10312019,3760
'472210407767,CHEM_PET,S06012019E06302019,8800
'381315191821,IM,S11012019E11302019,44520
'256260380669,FOR_PROD,S07012019E07312019,5840
'396640318116,MO_VEH,S08012019E08312019,1840
'396640417500,AG_FOOD,S10012019E10312019,5856
'472210459150,AG_FOOD,S11012019E11302019,7440
'353140406631,AG_FOOD,S03012019E03312019,28203
'318340262400,CHEM_PET,S02012019E02282019,3960
'268476261020,COAL,S04012019E04302019,268913
'491200182340,FOR_PROD,S09012019E09302019,840
'456200191560,MO_VEH,S10012019E10312019,400
'396640568372,CHEM_PET,S06012019E06302019,3480
'185180497514,CHEM_PET,S08012019E08312019,3600
'173360380000,MET_ORE,S08012019E08312019,400
'472210479947,CHEM_PET,S11012019E11302019,3400
'416890647000,CHEM_PET,S04012019E04302019,7160
'381315148250,CHEM_PET,S02012019E02282019,800
'381315191488,MET_ORE,S04012019E04302019,160
'647000408417,CHEM_PET,S09012019E09302019,2280
'261121253410,IM,S01012019E01312019,7200
'464160492448,NONMET_PRO,S10012019E10312019,42573
'272940208548,CHEM_PET,S10012019E10312019,2520
'645172486160,CHEM_PET,S10012019E10312019,3720
'206297380000,AG_FOOD,S09012019E09302019,4000
'380000218526,CHEM_PET,S11012019E11302019,3800
'439790206297,FOR_PROD,S08012019E08312019,2000
'318350380000,CHEM_PET,S07012019E07312019,3640
'353618206744,AG_FOOD,S09012019E09302019,8200
'380000367350,CHEM_PET,S10012019E10312019,4080
'286550496440,MO_VEH,S06012019E06302019,3000
'461446456201,IM,S08012019E08312019,13880
'173360380000,IM,S11012019E11302019,12480
'292177369450,MET_ORE,S03012019E03312019,10016
'437997667214,FOR_PROD,S09012019E09302019,2560
'381315218500,AG_FOOD,S07012019E07312019,1640
'456388380639,MO_VEH,S05012019E05312019,360
'363504497592,CHEM_PET,S05012019E05312019,3880
'296420348741,FOR_PROD,S12012019E12312019,5440
'349155208572,MO_VEH,S03012019E03312019,1600
'191649380000,OTHER,S11012019E11302019,600
'380000318340,NONMET_PRO,S08012019E08312019,1040
'191808185400,CHEM_PET,S12012019E12312019,3600
'185400380639,IM,S08012019E08312019,3240
'413895414692,CHEM_PET,S04012019E04302019,7800
'209740381315,FOR_PROD,S07012019E07312019,8320
'346319477540,AG_FOOD,S01012019E01312019,8076
'649111387774,CHEM_PET,S04012019E04302019,4000
'191821318100,IM,S09012019E09302019,11600
'497653477830,OTHER,S08012019E08312019,800
'273712232427,COAL,S05012019E05312019,239406
'491200380000,AG_FOOD,S08012019E08312019,400
'457250207447,FOR_PROD,S01012019E01312019,2840
'396640315907,OTHER,S03012019E03312019,3520
'471123379500,OTHER,S10012019E10312019,5000
'261121318100,CHEM_PET,S06012019E06302019,800
'185400145574,MO_VEH,S08012019E08312019,17680
'359900445662,MO_VEH,S05012019E05312019,3320
'380000218526,CHEM_PET,S09012019E09302019,3800
'439790206297,FOR_PROD,S09012019E09302019,400
'344616194229,MET_ORE,S01012019E01312019,2800
'647000658342,CHEM_PET,S05012019E05312019,7720
'286550461446,IM,S12012019E12312019,1720
'380000208513,CHEM_PET,S06012019E06302019,8040
'279218359430,COAL,S02012019E02282019,92427
'318100261121,AG_FOOD,S01012019E01312019,800
'647000261800,CHEM_PET,S12012019E12312019,4040
'472840348960,MO_VEH,S05012019E05312019,6400
'458851461413,NONMET_PRO,S09012019E09302019,71236
'178904185180,IM,S11012019E11302019,32304
'381315209740,IM,S05012019E05312019,21200
'346319477540,AG_FOOD,S08012019E08312019,4040
'446340409160,FOR_PROD,S03012019E03312019,25792
'264600279210,MET_ORE,S04012019E04302019,11560
'206260380000,AG_FOOD,S01012019E01312019,4000
'471340461417,FOR_PROD,S04012019E04302019,400
'479479286550,MET_ORE,S04012019E04302019,4080
'566900318342,MO_VEH,S10012019E10312019,25200
'479800494970,NONMET_PRO,S09012019E09302019,4640
'318650361950,MET_ORE,S03012019E03312019,5400
'647000455690,CHEM_PET,S08012019E08312019,3680
'566790318342,MO_VEH,S08012019E08312019,1360
'342656344611,NONMET_PRO,S12012019E12312019,24450
'345750361433,MET_ORE,S11012019E11302019,9720
'273347318730,COAL,S10012019E10312019,31596
'345843261200,AG_FOOD,S06012019E06302019,29175
'318342208548,CHEM_PET,S12012019E12312019,2560
'380000317500,FOR_PROD,S05012019E05312019,7880
'375652396640,CHEM_PET,S10012019E10312019,4280
'186512264600,NONMET_PRO,S12012019E12312019,11184
'567500204212,IM,S12012019E12312019,8000
'396640203724,AG_FOOD,S03012019E03312019,7920
'272940497777,CHEM_PET,S09012019E09302019,2520
'273347232427,COAL,S11012019E11302019,151214
'261109286550,IM,S12012019E12312019,1320
'456495439900,IM,S01012019E01312019,10960
'496417453869,MET_ORE,S07012019E07312019,4080
'279938363216,COAL,S04012019E04302019,67390
'346319318360,MET_ORE,S04012019E04302019,11640
'191478380000,IM,S05012019E05312019,2400
'201726344900,FOR_PROD,S02012019E02282019,2800
'380000141260,FOR_PROD,S03012019E03312019,400
'433117145574,MO_VEH,S06012019E06302019,4000
'286326456373,MO_VEH,S06012019E06302019,3400
'647000207800,CHEM_PET,S01012019E01312019,4040
'468111424250,FOR_PROD,S07012019E07312019,4040
'191600318378,MO_VEH,S07012019E07312019,2000
'439900281237,CHEM_PET,S03012019E03312019,4280
'148250344200,MET_ORE,S08012019E08312019,3960
'447162433113,MET_ORE,S02012019E02282019,3720
'396640294144,CHEM_PET,S12012019E12312019,3400
'566900318650,AG_FOOD,S03012019E03312019,4120
'417500439900,NONMET_PRO,S04012019E04302019,720
'491200380696,IM,S06012019E06302019,960
'343689148250,AG_FOOD,S03012019E03312019,840
'378680472840,MET_ORE,S06012019E06302019,3600
'380000206246,AG_FOOD,S10012019E10312019,13080
'479479194170,MET_ORE,S08012019E08312019,3600
'380000206744,FOR_PROD,S05012019E05312019,3160
'380000491200,IM,S06012019E06302019,16000
'407767453360,CHEM_PET,S12012019E12312019,7680
'317690361433,MET_ORE,S09012019E09302019,3880
'271252218172,NONMET_PRO,S07012019E07312019,38080
'472600206297,IM,S09012019E09302019,1600
'182340380000,AG_FOOD,S07012019E07312019,2560
'491200359900,CHEM_PET,S12012019E12312019,2920
'191649380000,OTHER,S04012019E04302019,1480
'380000191822,MO_VEH,S01012019E01312019,400
'380000207310,MET_ORE,S03012019E03312019,800
'380000236389,MO_VEH,S09012019E09302019,4240
'343689491200,IM,S10012019E10312019,2040
'286550359900,OTHER,S03012019E03312019,1200
'472600471974,CHEM_PET,S02012019E02282019,3600
'380000182381,AG_FOOD,S05012019E05312019,7520
'417500439900,IM,S09012019E09302019,16760
'145460380000,IM,S07012019E07312019,240
'028521208510,CHEM_PET,S12012019E12312019,3200
'185400647000,AG_FOOD,S03012019E03312019,16632
'439900461140,CHEM_PET,S12012019E12312019,2640
'366250380000,OTHER,S04012019E04302019,1200
