Railroad,Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),2025 Tons,2030 Tons,2035 Tons,2040 Tons,2045 Tons,2050 Tons
USA1,'380000744300,IM,S06012019E06302019,37920,38299.2,41363.136,41363.136,44672.18688,50926.29304
USA1,'318360413332,MO_VEH,S07012019E07312019,800,808,864.56,899.1424,989.05664,1008.837773
USA1,'421350647000,CHEM_PET,S07012019E07312019,3680,3716.8,3939.808,4058.00224,4098.582262,4303.511376
USA1,'380000318850,AG_FOOD,S09012019E09302019,7480,8228,9050.8,9322.324,9974.88668,10972.37535
USA1,'845200848772,IM,S04012019E04302019,39200,41552,42383.04,43230.7008,45392.23584,49477.53707
USA1,'380000191478,IM,S08012019E08312019,1120,1220.8,1281.84,1333.1136,1399.76928,1511.750822
USA1,'380000206297,CHEM_PET,S04012019E04302019,4720,5097.6,5454.432,5508.97632,5894.604662,6307.226989
USA1,'380000206260,FOR_PROD,S05012019E05312019,3600,3996,4355.64,4573.422,4802.0931,5426.365203
USA1,'504450880270,IM,S02012019E02282019,7120,7333.6,7993.624,8233.43272,8480.435702,9752.501057
USA1,'363265211640,AG_FOOD,S03012019E03312019,28311,31708.32,33293.736,34958.4228,34958.4228,39153.43354
USA1,'380000875640,MO_VEH,S02012019E02282019,80,88.8,97.68,97.68,107.448,110.67144
USA1,'703323706720,AG_FOOD,S12012019E12312019,17616,20258.4,22284.24,23398.452,25738.2972,29084.27584
USA1,'457250405580,CHEM_PET,S02012019E02282019,4320,4363.2,4581.36,4672.9872,4719.717072,4766.914243
USA1,'844780848772,IM,S02012019E02282019,51280,58459.2,63135.936,63135.936,64398.65472,65042.64127
USA1,'753775396640,CHEM_PET,S05012019E05312019,4600,5152,5203.52,5463.696,5463.696,5627.60688
USA1,'512414504600,AG_FOOD,S05012019E05312019,11168,11614.72,11963.1616,12561.31968,13566.22525,14515.86102
USA1,'731140790151,CHEM_PET,S08012019E08312019,2440,2732.8,2732.8,2869.44,2898.1344,2956.097088
USA1,'380000424250,AG_FOOD,S03012019E03312019,3800,4180,4556.2,4556.2,4601.762,5061.9382
USA1,'549260604163,MET_ORE,S12012019E12312019,18376,19111.04,20066.592,20668.58976,21702.01925,22136.05963
USA1,'412790413791,OTHER,S01012019E01312019,1200,1200,1260,1285.2,1400.868,1596.98952
USA1,'503134380000,AG_FOOD,S10012019E10312019,12684,13191.36,13587.1008,13722.97181,14546.35012,14691.81362
USA1,'461413209228,AG_FOOD,S01012019E01312019,4200,4620,4897.2,5044.116,5498.08644,5937.933355
USA1,'647000262600,MO_VEH,S06012019E06302019,800,864,898.56,898.56,925.5168,1008.813312
USA1,'380000797000,FOR_PROD,S04012019E04302019,3240,3564,3849.12,3964.5936,4083.531408,4246.872664
USA1,'883000343689,MET_ORE,S11012019E11302019,840,848.4,873.852,917.5446,954.246384,1068.75595
USA1,'380000344900,FOR_PROD,S09012019E09302019,3760,4023.2,4023.2,4023.2,4063.432,4510.40952
USA1,'380000359900,CHEM_PET,S08012019E08312019,6040,6281.6,6721.312,6990.16448,6990.16448,7129.96777
USA1,'875850439900,AG_FOOD,S12012019E12312019,12320,13305.6,13571.712,13707.42912,13981.5777,15379.73547
USA1,'396640191600,CHEM_PET,S11012019E11302019,2320,2320,2528.8,2528.8,2756.392,2921.77552
USA1,'667300742337,FOR_PROD,S03012019E03312019,3760,4173.6,4340.544,4470.76032,4917.836352,5065.371443
USA1,'417500439900,IM,S05012019E05312019,15200,15656,16125.68,16931.964,18455.84076,19563.19121
USA1,'491200206297,IM,S07012019E07312019,6800,6936,7213.44,7429.8432,7504.141632,8029.431546
USA1,'204212380000,FOR_PROD,S03012019E03312019,400,404,424.2,428.442,445.57968,463.4028672
USA1,'173360380000,FOR_PROD,S11012019E11302019,2400,2448,2448,2472.48,2521.9296,2648.02608
USA1,'731154501595,COAL,S06012019E06302019,59646,59646,63821.22,64459.4322,67682.40381,69712.87592
USA1,'698350482150,OTHER,S02012019E02282019,1600,1760,1848,1884.96,1998.0576,2097.96048
USA1,'323130513754,NONMET_PRO,S07012019E07312019,13672,15175.92,16541.7528,17368.84044,18758.34768,21196.93287
USA1,'845203380000,IM,S09012019E09302019,71480,77198.4,78742.368,82679.4864,89293.84531,92865.59912
USA1,'708787323130,COAL,S08012019E08312019,177908,183245.24,192407.502,200103.8021,214111.0682,233381.0644
USA1,'774193537940,OTHER,S11012019E11302019,3702,4035.18,4438.698,4571.85894,4663.296119,5129.625731
USA1,'504450846209,IM,S05012019E05312019,6600,7392,7687.68,7918.3104,8472.592128,9658.755026
USA1,'731122686484,COAL,S07012019E07312019,58384,61303.2,67433.52,70130.8608,74338.71245,83259.35794
USA1,'369140479800,AG_FOOD,S04012019E04302019,4360,4621.6,4898.896,4996.87392,5246.717616,5771.389378
USA1,'491200359900,IM,S02012019E02282019,1760,1953.6,2012.208,2092.69632,2260.112026,2305.314266
USA1,'215540234000,COAL,S04012019E04302019,53374,57110.18,61678.9944,64762.94412,64762.94412,73829.7563
USA1,'647000439887,CHEM_PET,S09012019E09302019,4200,4200,4536,4536,4853.52,5047.6608
USA1,'346740344315,CHEM_PET,S02012019E02282019,3800,3800,4066,4269.3,4482.765,4841.3862
USA1,'191611318472,IM,S05012019E05312019,1200,1380,1421.4,1478.256,1611.29904,1691.863992
USA1,'093768473690,FOR_PROD,S03012019E03312019,3760,3910.4,4223.232,4434.3936,4611.769344,4750.122424
USA1,'219986342420,COAL,S02012019E02282019,29668,33821.52,35512.596,36222.84792,38396.2188,40699.99192
USA1,'472971479800,NONMET_PRO,S09012019E09302019,9024,9926.4,10819.776,11252.56704,12377.82374,13120.49317
USA1,'504013504600,AG_FOOD,S12012019E12312019,3960,4514.4,4559.544,4650.73488,5069.301019,5119.994029
USA1,'380000689100,MO_VEH,S11012019E11302019,1200,1368,1450.08,1493.5824,1553.325696,1693.125009
USA1,'380000209200,FOR_PROD,S06012019E06302019,3280,3706.4,3743.464,3780.89864,4083.370531,4573.374995
USA1,'515244714170,AG_FOOD,S06012019E06302019,4320,4363.2,4450.464,4539.47328,4675.657478,5002.953502
USA1,'647000455210,CHEM_PET,S04012019E04302019,3800,3838,4068.28,4271.694,4399.84482,4663.835509
USA1,'343689883000,IM,S07012019E07312019,2760,3063.6,3308.688,3474.1224,3786.793416,3824.66135
USA1,'318342396640,MO_VEH,S07012019E07312019,1920,1939.2,1939.2,1958.592,2076.10752,2076.10752
USA1,'261004359814,IM,S10012019E10312019,6000,6180,6612.6,6810.978,6879.08778,7635.787436
USA1,'318352346319,MET_ORE,S12012019E12312019,36160,39052.8,39833.856,40232.19456,40232.19456,45462.37985
USA1,'380000204212,CHEM_PET,S03012019E03312019,1200,1284,1348.2,1402.128,1444.19184,1588.611024
USA1,'516964733117,CHEM_PET,S08012019E08312019,3800,3990,4229.4,4398.576,4794.44784,5417.726059
USA1,'517152845210,AG_FOOD,S11012019E11302019,25194,25697.88,28010.6892,29411.22366,31470.00932,35246.41043
USA1,'080116854132,AG_FOOD,S10012019E10312019,3768,3843.36,4112.3952,4318.01496,4447.555409,4536.506517
USA1,'380000342870,AG_FOOD,S09012019E09302019,4320,4449.6,4494.096,4628.91888,4628.91888,4628.91888
USA1,'488240458920,OTHER,S07012019E07312019,2040,2284.8,2353.344,2400.41088,2400.41088,2496.427315
USA1,'853470093616,CHEM_PET,S04012019E04302019,3960,3999.6,4079.592,4201.97976,4243.999558,4456.199535
USA1,'380000207310,CHEM_PET,S01012019E01312019,1200,1248,1260.48,1323.504,1416.14928,1614.410179
USA1,'343100380000,CHEM_PET,S01012019E01312019,800,880,906.4,942.656,961.50912,1067.275123
USA1,'547500521560,CHEM_PET,S11012019E11302019,4000,4280,4536.8,4536.8,4582.168,5269.4932
USA1,'667595566900,MET_ORE,S06012019E06302019,3480,3932.4,4050.372,4252.8906,4252.8906,4252.8906
USA1,'731134790161,COAL,S02012019E02282019,88372,98976.64,100956.1728,101965.7345,109103.3359,117831.6028
USA1,'380000212410,FOR_PROD,S01012019E01312019,3320,3784.8,3974.04,4013.7804,4013.7804,4094.056008
USA1,'566330773630,AG_FOOD,S03012019E03312019,4400,4532,4532,4713.28,4760.4128,4950.829312
USA1,'524490773470,AG_FOOD,S11012019E11302019,9900,10494,10494,10703.88,11667.2292,13300.64129
USA1,'380000424250,CHEM_PET,S10012019E10312019,2600,2964,3171.48,3203.1948,3363.35454,3666.056449
USA1,'706720852860,CHEM_PET,S05012019E05312019,3168,3484.8,3693.888,3693.888,4063.2768,4225.807872
USA1,'396292661690,MET_ORE,S08012019E08312019,21080,23398.8,24802.728,25546.80984,26057.74604,29184.67556
USA1,'343100343138,OTHER,S03012019E03312019,4728,5153.52,5668.872,5668.872,5782.24944,6533.941867
USA1,'396640286550,CHEM_PET,S05012019E05312019,32880,35839.2,36197.592,38007.4716,39527.77046,40713.60358
USA1,'528210696900,AG_FOOD,S09012019E09302019,17168,19743.2,20927.792,21764.90368,22853.14886,25366.99524
USA1,'191560412750,CHEM_PET,S11012019E11302019,800,816,864.96,864.96,951.456,1084.65984
USA1,'556324689100,AG_FOOD,S04012019E04302019,4000,4280,4280,4494,4538.94,4584.3294
USA1,'647000264205,CHEM_PET,S06012019E06302019,4200,4620,4989.6,5039.496,5241.07584,5450.718874
USA1,'259889406850,NONMET_PRO,S10012019E10312019,3880,4074,4277.7,4363.254,4625.04924,4948.802687
USA1,'684773504450,CHEM_PET,S07012019E07312019,3120,3525.6,3772.392,3885.56376,3885.56376,4390.687049
USA1,'522170846776,AG_FOOD,S10012019E10312019,77051,84756.1,89841.466,92536.70998,99939.64678,101938.4397
USA1,'883715668100,IM,S10012019E10312019,2680,2787.2,2954.432,2983.97632,3103.335373,3196.435434
USA1,'848144668200,AG_FOOD,S11012019E11302019,5400,5454,5563.08,5674.3416,6241.77576,6990.788851
USA1,'506670849687,AG_FOOD,S09012019E09302019,25552,27340.64,28981.0784,29270.88918,31905.26921,33819.58536
USA1,'653590644800,CHEM_PET,S04012019E04302019,3680,3790.4,4131.536,4338.1128,4598.399568,5242.175508
USA1,'439790204212,AG_FOOD,S10012019E10312019,400,420,420,436.8,463.008,500.04864
USA1,'503550380000,AG_FOOD,S09012019E09302019,11480,13087.2,13087.2,13610.688,14835.64992,16764.28441
USA1,'380000363815,COAL,S08012019E08312019,182916,206695.08,212895.9324,215024.8917,215024.8917,223625.8874
USA1,'708569840534,CHEM_PET,S12012019E12312019,3440,3577.6,3863.808,4056.9984,4178.708352,4429.430853
USA1,'686760684735,CHEM_PET,S01012019E01312019,12120,12968.4,14135.556,14418.26712,14418.26712,15139.18048
USA1,'875850384869,AG_FOOD,S08012019E08312019,12640,12892.8,13537.44,13808.1888,14636.68013,15368.51413
USA1,'732138684800,NONMET_PRO,S07012019E07312019,7760,7760,8225.6,8554.624,8982.3552,9970.414272
USA1,'380000883735,IM,S08012019E08312019,5000,5650,5650,5763,6166.41,6721.3869
USA1,'581330609830,AG_FOOD,S06012019E06302019,10044,10345.32,11276.3988,11501.92678,12537.10019,13540.0682
USA1,'486160208529,CHEM_PET,S05012019E05312019,3400,3876,4031.04,4232.592,4528.87344,4936.47205
USA1,'284221357969,COAL,S03012019E03312019,45526,49168.08,51626.484,54207.8082,55834.04245,64209.14881
USA1,'412750191560,IM,S03012019E03312019,2240,2262.4,2398.144,2398.144,2566.01408,2848.275629
USA1,'647000468380,CHEM_PET,S05012019E05312019,7600,7980,8219.4,8630.37,8630.37,9320.7996
USA1,'207800209200,FOR_PROD,S06012019E06302019,6280,6594,6725.88,6994.9152,6994.9152,7974.203328
USA1,'363505272150,MET_ORE,S06012019E06302019,50800,52832,55473.6,57692.544,61731.02208,66669.50385
USA1,'684790684779,CHEM_PET,S11012019E11302019,3800,3838,4106.66,4311.993,4398.23286,4926.020803
USA1,'684587396640,CHEM_PET,S02012019E02282019,7200,8064,8870.4,8959.104,9048.69504,10044.05149
USA1,'318350380000,CHEM_PET,S05012019E05312019,3680,3827.2,4018.56,4098.9312,4467.835008,4691.226758
USA1,'674123883734,AG_FOOD,S02012019E02282019,8800,9592,10071.6,10373.748,10892.4354,12308.452
USA1,'380000503913,CHEM_PET,S01012019E01312019,7760,8303.2,9133.52,9407.5256,9689.751368,10174.23894
USA1,'472600880276,MET_ORE,S09012019E09302019,4280,4579.6,4900.172,4949.17372,5048.157194,5552.972914
USA1,'481860880273,MET_ORE,S01012019E01312019,2600,2756,2921.36,3038.2144,3190.12512,3317.730125
USA1,'567500178964,IM,S10012019E10312019,1600,1728,1814.4,1832.544,1905.84576,2096.430336
USA1,'599367883635,AG_FOOD,S11012019E11302019,11880,13186.8,13846.14,14399.9856,15695.9843,15695.9843
USA1,'581520684150,OTHER,S05012019E05312019,1320,1491.6,1521.432,1567.07496,1582.74571,1788.502652
USA1,'566900588250,OTHER,S12012019E12312019,1560,1762.8,1815.684,1888.31136,2020.493155,2040.698087
USA1,'384020883734,IM,S09012019E09302019,45800,52212,56388.96,57516.7392,60967.74355,68893.55021
USA1,'447162209200,MET_ORE,S04012019E04302019,3680,4084.8,4329.888,4503.08352,4548.114355,4821.001217
USA1,'361800209195,AG_FOOD,S09012019E09302019,5244,5925.72,6103.4916,6347.631264,6665.012827,7198.213853
USA1,'853470883000,IM,S04012019E04302019,640,684.8,684.8,684.8,739.584,828.33408
USA1,'412970453360,CHEM_PET,S01012019E01312019,3880,4268,4524.08,4614.5616,4799.144064,4799.144064
USA1,'503592384020,AG_FOOD,S08012019E08312019,2880,2908.8,3141.504,3204.33408,3396.594125,3804.18542
USA1,'369140566900,AG_FOOD,S06012019E06302019,69399,72174.96,77227.2072,77999.47927,85019.43241,94371.56997
USA1,'380000797148,CHEM_PET,S04012019E04302019,8240,8569.6,9340.864,9340.864,10274.9504,11816.19296
USA1,'704150774900,CHEM_PET,S12012019E12312019,2720,2992,3171.52,3330.096,3596.50368,3884.223974
USA1,'674753878600,AG_FOOD,S10012019E10312019,3560,3809.2,3961.568,3961.568,4120.03072,4614.434406
USA1,'461450417494,AG_FOOD,S07012019E07312019,10160,11582.4,12624.816,13003.56048,13133.59608,13396.26801
USA1,'396640403896,OTHER,S01012019E01312019,1200,1332,1332,1345.32,1466.3988,1686.35862
USA1,'628630742334,NONMET_PRO,S07012019E07312019,4280,4280,4451.2,4451.2,4762.784,4858.03968
USA1,'537933558130,CHEM_PET,S03012019E03312019,26160,26944.8,28022.592,29143.49568,31766.41029,33672.39491
USA1,'684300688190,OTHER,S09012019E09302019,1400,1498,1527.96,1573.7988,1621.012764,1815.534296
USA1,'551440612200,CHEM_PET,S03012019E03312019,3760,3985.6,4105.168,4228.32304,4355.172731,4398.724459
USA1,'318342286326,MO_VEH,S01012019E01312019,640,716.8,745.472,782.7456,837.537792,912.9161933
USA1,'871156684300,MO_VEH,S03012019E03312019,9196,10575.4,11315.678,11655.14834,12004.80279,12605.04293
USA1,'845200439900,IM,S09012019E09302019,3800,3952,4070.56,4233.3824,4233.3824,4783.722112
USA1,'504450875640,IM,S07012019E07312019,3120,3244.8,3471.936,3610.81344,3899.678515,4133.659226
USA1,'428879424250,NONMET_PRO,S05012019E05312019,4520,4610.4,4656.504,4749.63408,4797.130421,4845.101725
USA1,'384436363815,COAL,S06012019E06302019,148116,168852.24,178983.3744,180773.2081,197042.7969,197042.7969
USA1,'185400343100,IM,S07012019E07312019,160,163.2,166.464,166.464,168.12864,174.8537856
USA1,'207310380000,MET_ORE,S08012019E08312019,400,436,457.8,466.956,508.98204,585.329346
USA1,'889593581520,MO_VEH,S08012019E08312019,800,824,856.96,899.808,935.80032,1020.022349
USA1,'369140380000,MO_VEH,S04012019E04302019,17600,19008,20718.72,21547.4688,21547.4688,23055.79162
USA1,'456495456200,CHEM_PET,S08012019E08312019,1200,1248,1347.84,1347.84,1442.1888,1499.876352
USA1,'514753875850,AG_FOOD,S12012019E12312019,3760,3985.6,4145.024,4227.92448,4566.158438,4794.46636
USA1,'684882566900,CHEM_PET,S01012019E01312019,4320,4752,5084.64,5135.4864,5546.325312,6045.49459
USA1,'516964668200,AG_FOOD,S10012019E10312019,4240,4876,4924.76,5170.998,5326.12794,5539.173058
USA1,'503938380000,AG_FOOD,S02012019E02282019,8880,9768,10354.08,10561.1616,10561.1616,11089.21968
USA1,'647000262600,MO_VEH,S07012019E07312019,2520,2671.2,2911.608,2969.84016,3207.427373,3656.467205
USA1,'463610456122,NONMET_PRO,S08012019E08312019,12960,14126.4,14973.984,15572.94336,16195.86109,16843.69554
USA1,'475470417174,FOR_PROD,S05012019E05312019,3800,4142,4431.94,4520.5788,4837.019316,5078.870282
USA1,'396640212410,OTHER,S07012019E07312019,2400,2760,2980.8,2980.8,3070.224,3285.13968
USA1,'380000186512,CHEM_PET,S03012019E03312019,3680,4011.2,4412.32,4544.6896,4771.92408,5058.239525
USA1,'599367875640,AG_FOOD,S09012019E09302019,8456,8878.8,9500.316,9975.3318,10274.59175,11199.30501
USA1,'566900652568,AG_FOOD,S08012019E08312019,3624,3768.96,4145.856,4228.77312,4482.499507,5154.874433
USA1,'576871622720,NONMET_PRO,S09012019E09302019,3680,4232,4232,4274.32,4317.0632,4835.110784
USA1,'417500447850,CHEM_PET,S06012019E06302019,400,440,453.2,475.86,499.653,524.63565
USA1,'566900567257,MO_VEH,S01012019E01312019,1600,1776,1918.08,1937.2608,2092.241664,2280.543414
USA1,'380000359882,AG_FOOD,S04012019E04302019,4080,4161.6,4494.528,4494.528,4899.03552,5437.929427
USA1,'845203380000,AG_FOOD,S03012019E03312019,10760,11190.4,11190.4,11638.016,11870.77632,12701.73066
USA1,'217110234000,COAL,S04012019E04302019,44152,45476.56,46386.0912,47777.67394,51599.88785,57275.87551
USA1,'690360681620,NONMET_PRO,S05012019E05312019,29820,33696.6,35381.43,36442.8729,39722.73146,42503.32266
USA1,'380000341430,CHEM_PET,S08012019E08312019,3720,4203.6,4497.852,4632.78756,4957.082689,5056.224343
USA1,'613589656364,NONMET_PRO,S01012019E01312019,61722,63573.66,66752.343,70089.96015,77098.95617,77869.94573
USA1,'566900253825,AG_FOOD,S03012019E03312019,10360,11292.4,11969.944,12089.64344,12452.33274,13323.99604
USA1,'206260380000,MET_ORE,S03012019E03312019,400,420,441,441,485.1,523.908
USA1,'369140479800,AG_FOOD,S07012019E07312019,8760,9636,10310.52,10826.046,11692.12968,12159.81487
USA1,'698350581520,MO_VEH,S01012019E01312019,800,872,906.88,906.88,925.0176,1054.520064
USA1,'883737380000,IM,S03012019E03312019,21360,22855.2,24226.512,24468.77712,26181.59152,28014.30292
USA1,'629660689880,CHEM_PET,S09012019E09302019,3960,4395.6,4395.6,4527.468,4527.468,4572.74268
USA1,'341800380000,CHEM_PET,S03012019E03312019,4400,4884,5128.2,5333.328,5759.99424,6623.993376
USA1,'201726171950,FOR_PROD,S07012019E07312019,5040,5090.4,5548.536,5770.47744,6232.115635,6356.757948
USA1,'380000204383,AG_FOOD,S01012019E01312019,12320,12812.8,13069.056,13330.43712,14263.56772,14691.47475
USA1,'883000439900,CHEM_PET,S01012019E01312019,1000,1120,1164.8,1199.744,1247.73376,1272.688435
USA1,'286326456373,MO_VEH,S12012019E12312019,1040,1123.2,1168.128,1168.128,1284.9408,1336.338432
USA1,'268479363505,MET_ORE,S05012019E05312019,32267,33557.68,33557.68,33557.68,34228.8336,34228.8336
USA1,'345237648115,CHEM_PET,S10012019E10312019,14080,14784,14784,14784,15818.88,16135.2576
USA1,'439900473355,OTHER,S11012019E11302019,3000,3090,3120.9,3183.318,3183.318,3628.98252
USA1,'206260566900,CHEM_PET,S08012019E08312019,2000,2220,2353.2,2400.264,2400.264,2592.28512
USA1,'522530845210,AG_FOOD,S09012019E09302019,25570,29149.8,29149.8,29149.8,29441.298,31502.18886
USA1,'439900883000,MET_ORE,S09012019E09302019,12160,13740.8,13878.208,14572.1184,15009.28195,15909.83887
USA1,'761578704658,CHEM_PET,S09012019E09302019,4040,4646,4831.84,5025.1136,5276.36928,6067.824672
USA1,'417500456200,MO_VEH,S11012019E11302019,1600,1728,1831.68,1831.68,1978.2144,2096.907264
USA1,'883000744300,IM,S02012019E02282019,2960,3404,3540.16,3610.9632,3719.292096,4054.028385
USA1,'684800681663,OTHER,S10012019E10312019,1440,1569.6,1585.296,1601.14896,1745.252366,1954.68265
USA1,'380000359900,AG_FOOD,S04012019E04302019,7160,7804.4,8428.752,8597.32704,8769.273581,8769.273581
USA1,'566900486352,AG_FOOD,S10012019E10312019,4716,5093.28,5195.1456,5350.999968,5511.529967,6283.144162
USA1,'219986215627,COAL,S09012019E09302019,173898,189548.82,195235.2846,201092.3431,217179.7306,219351.5279
USA1,'380000202649,CHEM_PET,S07012019E07312019,3800,4104,4473.36,4518.0936,4698.817344,5027.734558
USA1,'503136557463,CHEM_PET,S03012019E03312019,4600,4876,5266.08,5318.7408,5691.052656,6430.889501
USA1,'566900318342,IM,S11012019E11302019,3280,3509.6,3544.696,3615.58992,3796.369416,3872.296804
USA1,'380000234000,IM,S12012019E12312019,5200,5512,5787.6,6076.98,6502.3686,7087.581774
USA1,'475470439900,FOR_PROD,S04012019E04302019,3360,3528,3669.12,3742.5024,3779.927424,4157.920166
USA1,'797000584092,IM,S02012019E02282019,9240,9702,9799.02,9995.0004,10594.70042,11230.38245
USA1,'380000846209,CHEM_PET,S02012019E02282019,760,828.4,911.24,947.6896,995.07408,1044.827784
USA1,'380000442329,CHEM_PET,S04012019E04302019,7120,7404.8,7923.136,8160.83008,8405.654982,9414.33358
USA1,'343100264859,AG_FOOD,S10012019E10312019,7960,8358,8441.58,8441.58,8694.8274,9651.258414
USA1,'315876566790,MO_VEH,S03012019E03312019,800,840,915.6,943.068,980.79072,1088.677699
USA1,'875850668200,AG_FOOD,S11012019E11302019,7400,8362,8445.62,8445.62,9205.7258,9666.01209
USA1,'439790206297,AG_FOOD,S01012019E01312019,1200,1272,1373.76,1401.2352,1457.284608,1530.148838
USA1,'380000318730,CHEM_PET,S12012019E12312019,10760,11405.6,11633.712,11750.04912,12925.05403,14605.31106
USA1,'424940359900,MET_ORE,S09012019E09302019,3600,3960,3999.6,3999.6,4319.568,4405.95936
USA1,'206297439790,CHEM_PET,S01012019E01312019,400,408,436.56,436.56,440.9256,498.245928
USA1,'486160208529,CHEM_PET,S09012019E09302019,3400,3808,4188.8,4230.688,4442.2224,4930.866864
USA1,'380000261121,MET_ORE,S01012019E01312019,400,448,470.4,475.104,513.11232,549.0301824
USA1,'538428883656,AG_FOOD,S07012019E07312019,4200,4662,5128.2,5282.046,5440.50738,6038.963192
USA1,'465970468510,OTHER,S05012019E05312019,1200,1200,1248,1272.96,1349.3376,1362.830976
USA1,'456200191560,AG_FOOD,S07012019E07312019,1600,1664,1813.76,1813.76,1831.8976,1996.768384
USA1,'889593380000,MO_VEH,S08012019E08312019,9600,10848,10848,11173.44,12179.0496,13518.74506
USA1,'684773622300,CHEM_PET,S06012019E06302019,1600,1744,1796.32,1814.2832,1959.425856,2155.368442
USA1,'875851382073,AG_FOOD,S04012019E04302019,7800,8892,8892,9336.6,10270.26,10578.3678
USA1,'214952361433,MET_ORE,S01012019E01312019,3600,4068,4474.8,4474.8,4743.288,5359.91544
USA1,'503550743850,AG_FOOD,S06012019E06302019,3200,3200,3520,3520,3731.2,4178.944
USA1,'876134881172,CHEM_PET,S04012019E04302019,4040,4282.4,4710.64,4851.9592,4948.998384,5592.368174
USA1,'652352658342,OTHER,S11012019E11302019,1840,1913.6,2085.824,2085.824,2273.54816,2614.580384
USA1,'380000191478,IM,S12012019E12312019,1360,1400.8,1456.832,1500.53696,1515.54233,1682.251986
USA1,'380000879556,CHEM_PET,S10012019E10312019,11600,12760,12760,13142.8,13142.8,14194.224
USA1,'684775696900,CHEM_PET,S09012019E09302019,21600,23112,24960.96,25959.3984,26478.58637,29391.23087
USA1,'396246191808,CHEM_PET,S12012019E12312019,14788,16118.92,16763.6768,17098.95034,17782.90835,19383.3701
USA1,'392200212440,CHEM_PET,S06012019E06302019,3800,4180,4263.6,4348.872,4740.27048,4929.881299
USA1,'658320883628,FOR_PROD,S07012019E07312019,8920,9990.4,10090.304,10594.8192,10912.66378,11021.79041
USA1,'623550684800,AG_FOOD,S05012019E05312019,23954,26828.48,27901.6192,28180.63539,30998.69893,34098.56882
USA1,'424250417500,NONMET_PRO,S09012019E09302019,9280,10672,10992.16,11431.8464,12575.03104,13329.5329
USA1,'380000424250,CHEM_PET,S03012019E03312019,11560,11560,12253.6,12253.6,12621.208,13378.48048
USA1,'486160447842,CHEM_PET,S06012019E06302019,3760,4060.8,4466.88,4645.5552,4645.5552,4831.377408
USA1,'734150684800,CHEM_PET,S01012019E01312019,3680,3974.4,4053.888,4175.50464,4593.055104,4822.707859
USA1,'447162445635,MET_ORE,S02012019E02282019,3840,3916.8,3995.136,4075.03872,4441.792205,5108.061036
USA1,'090577683595,FOR_PROD,S08012019E08312019,3920,4037.6,4158.728,4158.728,4449.83896,4449.83896
USA1,'684169661615,CHEM_PET,S11012019E11302019,50,50.5,52.52,54.6208,58.444256,61.3664688
USA1,'439900378492,CHEM_PET,S07012019E07312019,4400,4928,5075.84,5228.1152,5541.802112,6040.564302
USA1,'447850443241,MO_VEH,S01012019E01312019,800,872,889.44,907.2288,970.734816,1028.978905
USA1,'731136380000,COAL,S02012019E02282019,441004,458644.16,490749.2512,500564.2362,510575.5209,576950.3387
USA1,'684800883000,FOR_PROD,S03012019E03312019,1480,1480,1583.6,1599.436,1727.39088,1744.664789
USA1,'439900206711,AG_FOOD,S09012019E09302019,4000,4480,4748.8,4796.288,5084.06528,5439.94985
USA1,'684587576550,CHEM_PET,S12012019E12312019,3800,3876,3953.52,3953.52,3993.0552,4512.152376
USA1,'684460588440,CHEM_PET,S06012019E06302019,3320,3519.2,3871.12,3871.12,3871.12,4335.6544
USA1,'380000622300,OTHER,S08012019E08312019,1440,1540.8,1602.432,1682.5536,1699.379136,1767.354301
USA1,'178964353100,IM,S08012019E08312019,1200,1380,1449,1521.45,1567.0935,1645.448175
USA1,'445669343297,NONMET_PRO,S09012019E09302019,8440,9030.8,9121.108,9212.31908,9949.304606,11043.72811
USA1,'624141667262,NONMET_PRO,S10012019E10312019,27078,29785.8,31275.09,32838.8445,32838.8445,33495.62139
USA1,'622300504450,CHEM_PET,S06012019E06302019,3880,4268,4652.12,4791.6836,4887.517272,5474.019345
USA1,'479473475470,CHEM_PET,S10012019E10312019,19680,20073.6,20475.072,20475.072,22522.5792,23873.93395
USA1,'647000648115,CHEM_PET,S03012019E03312019,2920,3153.6,3374.352,3374.352,3576.81312,3862.95817
USA1,'473352344150,OTHER,S01012019E01312019,2400,2472,2496.72,2571.6216,2828.78376,3168.237811
USA1,'518464323130,AG_FOOD,S05012019E05312019,10344,11895.6,12966.204,13614.5142,14975.96562,16623.32184
USA1,'647000478339,CHEM_PET,S10012019E10312019,4040,4484.4,4484.4,4618.932,5080.8252,5639.715972
USA1,'503938566900,AG_FOOD,S06012019E06302019,5680,6134.4,6195.744,6443.57376,6765.752448,7171.697595
USA1,'554170698350,AG_FOOD,S12012019E12312019,4280,4708,5037.56,5087.9356,5444.091092,6260.704756
USA1,'588440689100,AG_FOOD,S12012019E12312019,24582,25073.64,26578.0584,27641.18074,29852.47519,33136.24747
USA1,'581520845377,MO_VEH,S09012019E09302019,920,929.2,957.076,957.076,1004.9298,1085.324184
USA1,'547500875894,AG_FOOD,S05012019E05312019,3800,4332,4332,4332,4635.24,4774.2972
USA1,'456495439900,NONMET_PRO,S04012019E04302019,400,416,420.16,441.168,472.04976,542.857224
USA1,'504451672328,AG_FOOD,S11012019E11302019,35308,36367.24,39276.6192,39276.6192,39276.6192,41240.45016
