Railroad,Origin-Destination SPLC,Commodity Group Name,2025 Tons,2030 Tons,2035 Tons,2040 Tons,2045 Tons,2050 Tons
EAST,'647000447850,IM,1600,1680,1680,1797.6,1797.6,1797.6
EAST,'653900491200,AG_FOOD,2400,2568,2593.68,2645.5536,2777.83128,2805.609593
EAST,'456201380639,FOR_PROD,4160,4201.6,4201.6,4621.76,4621.76,4852.848
EAST,'381315343689,NONMET_PRO,3200,3296,3328.96,3561.9872,3740.08656,3889.690022
EAST,'396292368252,CHEM_PET,3816,4006.8,4006.8,4127.004,4292.08416,4420.846685
EAST,'341800261109,CHEM_PET,1720,1874.8,1968.54,2027.5962,2088.424086,2130.192568
EAST,'185400191651,IM,0,0,0,0,0,0
EAST,'191611318472,IM,800,840,856.8,916.776,935.11152,944.4626352
EAST,'447523414650,NONMET_PRO,9240,9424.8,9424.8,10084.536,10387.07208,10594.81352
EAST,'380000456495,MO_VEH,2400,2544,2544,2645.76,2698.6752,2833.60896
EAST,'381315341800,AG_FOOD,3280,3575.2,3718.208,3941.30048,4098.952499,4180.931549
EAST,'380000412750,IM,5520,5961.6,5961.6,6021.216,6322.2768,6385.499568
EAST,'353100380000,MET_ORE,800,800,832,898.56,943.488,952.92288
EAST,'318100396640,MO_VEH,1840,1858.4,1914.152,1971.57656,1971.57656,1971.57656
EAST,'347527363400,CHEM_PET,5432,5975.2,5975.2,6094.704,6216.59808,6465.262003
EAST,'392200567500,AG_FOOD,4240,4621.6,4852.68,5095.314,5197.22028,5249.192483
EAST,'380000319122,CHEM_PET,4360,4665.2,4898.46,5339.3214,5392.714614,5554.496052
EAST,'381315191410,CHEM_PET,1200,1308,1308,1321.08,1360.7124,1401.533772
EAST,'197147352760,OTHER,17000,18020,18200.2,18200.2,18746.206,19308.59218
EAST,'566900368700,FOR_PROD,3800,3876,3992.28,4191.894,4191.894,4317.65082
EAST,'439790491200,AG_FOOD,400,404,420.16,449.5712,467.554048,467.554048
EAST,'566900353103,AG_FOOD,4752,5132.16,5388.768,5442.65568,5714.788464,5886.232118
EAST,'380000214553,CHEM_PET,7920,8395.2,8647.056,8733.52656,9082.867622,9082.867622
EAST,'285861361433,MET_ORE,3920,4037.6,4239.48,4451.454,4629.51216,4768.397525
EAST,'379124256808,COAL,91314,93140.28,95003.0856,98803.20902,99791.24111,103782.8908
EAST,'439900145574,MO_VEH,1760,1812.8,1867.184,1941.87136,1980.708787,2040.130051
EAST,'492448205143,AG_FOOD,4480,4659.2,4752.384,4799.90784,5039.903232,5140.701297
EAST,'380000486160,CHEM_PET,3800,4142,4307.68,4609.2176,4839.67848,4936.47205
EAST,'459980318100,MO_VEH,1000,1020,1040.4,1040.4,1092.42,1125.1926
EAST,'647000463248,CHEM_PET,4000,4360,4578,4852.68,5095.314,5299.12656
EAST,'475653236381,MO_VEH,3000,3180,3339,3572.73,3715.6392,3901.42116
EAST,'467850256260,CHEM_PET,4360,4490.8,4580.616,4809.6468,5050.12914,5100.630431
EAST,'353100204194,CHEM_PET,3640,3931.2,4009.824,4170.21696,4378.727808,4422.515086
EAST,'392200396292,AG_FOOD,4240,4282.4,4453.696,4720.91776,4815.336115,4911.642838
EAST,'566900292163,CHEM_PET,3040,3070.4,3193.216,3193.216,3225.14816,3225.14816
EAST,'191490381315,AG_FOOD,3640,3676.4,3786.692,4051.76044,4132.795649,4215.451562
EAST,'207800472600,MET_ORE,3840,3878.4,3955.968,3995.52768,4155.348787,4238.455763
EAST,'380000202421,CHEM_PET,3800,4104,4145.04,4310.8416,4353.950016,4571.647517
EAST,'318378173448,MO_VEH,6400,6656,6855.68,6855.68,6992.7936,7342.43328
EAST,'353618445930,AG_FOOD,4872,5018.16,5018.16,5519.976,5740.77504,6027.813792
EAST,'442365442361,MET_ORE,4120,4490.8,4490.8,4894.972,4894.972,4943.92172
EAST,'461417439900,IM,11600,12180,12301.8,12670.854,12924.27108,13311.99921
EAST,'380000174221,AG_FOOD,22440,23337.6,23337.6,24271.104,25484.6592,26758.89216
EAST,'647000456349,CHEM_PET,8320,8486.4,8571.264,8999.8272,9179.823744,9547.016694
EAST,'647000417500,CHEM_PET,14880,15921.6,16558.464,17055.21792,17055.21792,17396.32228
EAST,'341800261004,CHEM_PET,800,872,880.72,959.9848,1007.98404,1038.223561
EAST,'396640191808,CHEM_PET,2680,2706.8,2733.868,2897.90008,3013.816083,3104.230566
EAST,'380000343100,CHEM_PET,400,416,424.32,462.5088,471.758976,495.3469248
EAST,'458540202214,FOR_PROD,3720,3980.4,4139.616,4263.80448,4263.80448,4306.442525
EAST,'381315191821,CHEM_PET,360,374.4,385.632,420.33888,441.355824,450.1829405
EAST,'434300447850,MET_ORE,840,856.8,856.8,865.368,908.6364,908.6364
EAST,'342212286326,MO_VEH,520,530.4,546.312,551.77512,568.3283736,596.7447923
EAST,'268435261020,COAL,307028,319309.12,335274.576,365449.2878,372758.2736,380213.439
EAST,'384850317500,NONMET_PRO,6780,7458,7532.58,8135.1864,8541.94572,8541.94572
EAST,'396640568372,CHEM_PET,3160,3160,3254.8,3319.896,3452.69184,3521.745677
EAST,'491200417500,IM,1280,1331.2,1371.136,1412.27008,1482.883584,1527.370092
EAST,'365115185400,MO_VEH,7360,7801.6,7879.616,7879.616,8273.5968,8273.5968
EAST,'380000191821,MO_VEH,1080,1177.2,1224.288,1273.25952,1311.457306,1377.030171
EAST,'380000438570,OTHER,800,832,873.6,952.224,999.8352,1009.833552
EAST,'362120392200,OTHER,1200,1308,1308,1438.8,1453.188,1496.78364
EAST,'287857444773,COAL,51210,51210,51210,55306.8,55306.8,56966.004
EAST,'204858194560,NONMET_PRO,16470,16470,17128.8,17642.664,18171.94392,18353.66336
EAST,'261100380639,IM,800,880,924,924,933.24,951.9048
EAST,'567500433150,AG_FOOD,8400,9156,9430.68,9807.9072,10298.30256,10607.25164
EAST,'381315191490,FOR_PROD,5720,5777.2,5950.516,6367.05212,6430.722641,6430.722641
EAST,'341800380639,CHEM_PET,760,805.6,821.712,895.66608,940.449384,959.2583717
EAST,'461450411860,CHEM_PET,3920,3920,4037.6,4360.608,4535.03232,4716.433613
EAST,'343100198551,CHEM_PET,3720,4054.8,4216.992,4301.33184,4430.371795,4518.979231
EAST,'284041411402,COAL,25802,27092.1,27633.942,30397.3362,30701.30956,31929.36194
EAST,'499717447162,MET_ORE,16600,18260,19173,19939.92,20538.1176,21565.02348
EAST,'647000257610,CHEM_PET,3360,3696,3843.84,3882.2784,4037.569536,4118.320927
EAST,'647000413940,CHEM_PET,3800,3800,3800,4028,4068.28,4271.694
EAST,'233630472206,MET_ORE,3600,3708,3893.4,4243.806,4328.68212,4545.116226
EAST,'185400343100,IM,160,168,169.68,184.9512,184.9512,188.650224
EAST,'203717206715,OTHER,120,130.8,133.416,133.416,137.41848,141.5410344
EAST,'349660406850,AG_FOOD,3408,3442.08,3614.184,3903.31872,3942.351907,4021.198945
EAST,'473190297780,FOR_PROD,2988,3107.52,3107.52,3262.896,3295.52496,3361.435459
EAST,'343100318336,CHEM_PET,3800,3914,4109.7,4109.7,4232.991,4232.991
EAST,'318101456373,MO_VEH,600,600,624,686.4,693.264,693.264
EAST,'392200567500,AG_FOOD,21592,23319.36,23319.36,23785.7472,24261.46214,24261.46214
EAST,'363510346650,MET_ORE,3440,3440,3508.8,3578.976,3650.55552,3760.072186
EAST,'345237261203,CHEM_PET,11440,11668.8,12252.24,12742.3296,12997.17619,13257.11972
EAST,'496413408670,CHEM_PET,11676,12143.04,12628.7616,12881.33683,13525.40367,14066.41982
EAST,'216698257645,NONMET_PRO,6640,6640,6706.4,7175.848,7247.60648,7247.60648
EAST,'380000204210,CHEM_PET,3880,3880,4074,4196.22,4238.1822,4322.945844
EAST,'465322421350,FOR_PROD,3320,3519.2,3554.392,3803.19944,3917.295423,3956.468377
EAST,'234000271252,FOR_PROD,3480,3480,3549.6,3904.56,4060.7424,4263.77952
EAST,'499734497800,NONMET_PRO,31756,34931.6,36328.864,39961.7504,41560.22042,41560.22042
EAST,'261109359900,IM,160,172.8,174.528,174.528,179.76384,179.76384
EAST,'491200434300,CHEM_PET,360,363.6,381.78,419.958,424.15758,424.15758
EAST,'191410491200,CHEM_PET,8120,8282.4,8448.048,8954.93088,9134.029498,9499.390678
EAST,'343100443290,CHEM_PET,3760,3872.8,3872.8,4066.44,4188.4332,4397.85486
EAST,'481220204397,FOR_PROD,2520,2772,2882.88,2998.1952,2998.1952,3148.10496
EAST,'353100207800,IM,880,968,997.04,1056.8624,1088.568272,1088.568272
EAST,'381315343689,CHEM_PET,1360,1360,1400.8,1456.832,1456.832,1515.10528
EAST,'647000497620,CHEM_PET,3720,3906,3906,4140.36,4140.36,4140.36
EAST,'207310456200,FOR_PROD,400,440,453.2,484.924,504.32096,529.537008
EAST,'487333609300,FOR_PROD,3440,3680.8,3680.8,4048.88,4089.3688,4212.049864
EAST,'479800479473,CHEM_PET,4120,4161.2,4286.036,4714.6396,4903.225184,4903.225184
EAST,'353100380639,IM,920,966,1014.3,1014.3,1054.872,1107.6156
EAST,'447178491225,CHEM_PET,1520,1611.2,1675.648,1826.45632,1917.779136,1994.490301
EAST,'395140344700,CHEM_PET,4000,4160,4368,4368,4542.72,4588.1472
EAST,'439900296495,CHEM_PET,7440,7960.8,8279.232,8362.02432,8612.88505,8612.88505
EAST,'461605428871,FOR_PROD,2680,2921.2,3067.26,3373.986,3508.94544,3684.392712
EAST,'343100353100,FOR_PROD,3880,4035.2,4035.2,4398.368,4530.31904,4666.228611
EAST,'456495456200,FOR_PROD,1600,1616,1664.48,1731.0592,1817.61216,1890.316646
EAST,'566900343100,MO_VEH,800,808,816.08,865.0448,899.646592,935.6324557
EAST,'499600191410,IM,2440,2464.4,2489.044,2663.27708,2663.27708,2796.440934
EAST,'353100261004,MO_VEH,1600,1600,1664,1813.76,1813.76,1868.1728
EAST,'619170656140,FOR_PROD,4000,4120,4243.6,4583.088,4766.41152,4861.73975
EAST,'419140212491,FOR_PROD,2640,2772,2799.72,2827.7172,2940.825888,3087.867182
EAST,'459228439900,CHEM_PET,7440,7663.2,7969.728,8208.81984,8290.908038,8456.726199
EAST,'380000343100,MO_VEH,13440,14649.6,15235.584,16454.43072,16454.43072,17112.60795
EAST,'185400212479,OTHER,2520,2772,2855.16,2855.16,2883.7116,2999.060064
EAST,'191410182340,CHEM_PET,1440,1569.6,1632.384,1746.65088,1764.117389,1852.323258
EAST,'215540234000,COAL,133318,143983.44,146863.1088,146863.1088,149800.371,151298.3747
EAST,'396640286550,CHEM_PET,11040,11923.2,11923.2,12042.432,12042.432,12403.70496
EAST,'380000414692,AG_FOOD,38424,39960.96,40360.5696,43993.02086,46192.6719,47578.45206
EAST,'359900380000,IM,12600,13230,13891.5,14308.245,14880.5748,15326.99204
EAST,'472985407716,NONMET_PRO,16760,17095.2,17266.152,18474.78264,19398.52177,19980.47743
EAST,'264600363400,MET_ORE,3720,3720,3794.4,4173.84,4382.532,4601.6586
EAST,'447850456201,IM,3600,3816,3854.16,3931.2432,4127.80536,4251.639521
EAST,'647000497620,CHEM_PET,15720,16506,17001.18,18361.2744,18361.2744,18361.2744
EAST,'475624283683,MET_ORE,4000,4320,4492.8,4852.224,4900.74624,5096.77609
EAST,'384869351616,NONMET_PRO,13800,14628,15359.4,16434.558,16598.90358,17262.85972
EAST,'396640205643,OTHER,1840,1876.8,1914.336,1952.62272,1991.675174,2091.258933
EAST,'456495439790,IM,2720,2937.6,2996.352,3116.20608,3178.530202,3210.315504
EAST,'261000413760,CHEM_PET,3840,4032,4152.96,4568.256,4750.98624,4893.515827
EAST,'261107353100,IM,240,240,242.4,242.4,252.096,254.61696
EAST,'363216353100,MET_ORE,3600,3816,3816,3892.32,4086.936,4250.41344
EAST,'380000345321,CHEM_PET,25320,25826.4,27117.72,29829.492,30127.78692,31634.17627
EAST,'647000472650,CHEM_PET,4240,4324.8,4497.792,4722.6816,4769.908416,5008.403837
EAST,'240026491385,MET_ORE,3800,3838,4029.9,4150.797,4192.30497,4276.151069
EAST,'363216344200,MET_ORE,3600,3600,3672,3818.88,3971.6352,4011.351552
EAST,'424720380000,OTHER,1200,1236,1248.36,1335.7452,1335.7452,1389.175008
EAST,'380000349660,AG_FOOD,24560,27016,27826.48,29217.804,29217.804,30678.6942
EAST,'653313609300,FOR_PROD,3400,3536,3571.36,3857.0688,3857.0688,3934.210176
EAST,'359430345750,MET_ORE,3840,3993.6,4193.28,4402.944,4535.03232,4761.783936
EAST,'419170204383,FOR_PROD,3520,3520,3520,3660.8,3660.8,3697.408
EAST,'391783455240,AG_FOOD,10636,11380.52,11494.3252,12183.98471,12549.50425,12800.49434
EAST,'167510183436,OTHER,3432,3672.24,3819.1296,4010.08608,4170.489523,4379.013999
EAST,'566790413332,MO_VEH,800,872,872,898.16,898.16,898.16
EAST,'647000497127,CHEM_PET,3880,4229.2,4229.2,4525.244,4751.5062,4846.536324
EAST,'456495461417,AG_FOOD,400,424,428.24,436.8048,441.172848,463.2314904
EAST,'387764392200,AG_FOOD,21028,21658.84,21875.4284,21875.4284,22750.44554,23660.46336
EAST,'380000455820,AG_FOOD,7520,7520,7520,7670.4,7977.216,8056.98816
EAST,'488975453869,CHEM_PET,3880,3880,3996.4,4316.112,4359.27312,4490.051314
EAST,'396640346130,CHEM_PET,6160,6714.4,6714.4,7184.408,7399.94024,7399.94024
EAST,'318100380000,AG_FOOD,800,816,832.32,857.2896,883.008288,918.3286195
EAST,'369140491200,AG_FOOD,4280,4665.2,4851.808,4851.808,4997.36224,5197.25673
EAST,'461605449887,OTHER,2280,2371.2,2442.336,2564.4528,2667.030912,2773.712148
EAST,'261121380000,IM,2800,2800,2912,2999.36,3089.3408,3151.127616
EAST,'359900497860,MO_VEH,1200,1260,1310.4,1402.128,1472.2344,1472.2344
EAST,'567257262600,MO_VEH,1840,1876.8,1876.8,2064.48,2147.0592,2254.41216
EAST,'491200380000,IM,21280,23408,23876.16,24592.4448,24838.36925,25583.52033
EAST,'318342380000,MO_VEH,1280,1369.6,1438.08,1553.1264,1630.78272,1630.78272
EAST,'318342185400,MO_VEH,1280,1382.4,1410.048,1508.75136,1508.75136,1508.75136
EAST,'380000208760,FOR_PROD,3400,3502,3572.04,3643.4808,3789.220032,3940.788833
EAST,'262400212479,OTHER,1200,1260,1323,1349.46,1389.9438,1417.742676
EAST,'456495566900,MO_VEH,400,432,444.96,453.8592,467.474976,486.173975
EAST,'396640209740,AG_FOOD,2440,2659.6,2765.984,2848.96352,2877.453155,2992.551281
EAST,'185400194132,CHEM_PET,2920,3182.8,3214.628,3311.06684,3476.620182,3546.152586
EAST,'461605491200,FOR_PROD,3160,3191.6,3351.18,3451.7154,3486.232554,3660.544182
EAST,'206260191822,IM,160,163.2,171.36,179.928,185.32584,185.32584
EAST,'191821380000,CHEM_PET,2000,2100,2163,2163,2249.52,2361.996
EAST,'380000497620,CHEM_PET,4160,4326.4,4456.192,4634.43968,4680.784077,4914.823281
EAST,'261121318100,IM,11000,11220,11444.4,11902.176,12140.21952,12140.21952
EAST,'191821359814,IM,3200,3200,3328,3427.84,3427.84,3564.9536
EAST,'297548456630,AG_FOOD,28935,31539.15,31539.15,34693.065,36427.71825,38249.10416
EAST,'392200472600,AG_FOOD,8892,9069.84,9160.5384,9343.749168,9810.936626,10007.15536
EAST,'436634456200,FOR_PROD,2480,2529.6,2554.896,2605.99392,2658.113798,2658.113798
EAST,'318342380000,MO_VEH,1280,1395.2,1451.008,1465.51808,1480.173261,1509.776726
EAST,'396292661690,MET_ORE,17720,19492,19686.92,20080.6584,20281.46498,21092.72358
EAST,'663687647000,IM,2560,2816,2844.16,2901.0432,2959.064064,3107.017267
EAST,'441985447850,FOR_PROD,3720,4017.6,4218.48,4218.48,4429.404,4517.99208
EAST,'345750286550,MET_ORE,8400,8568,8653.68,8653.68,9086.364,9268.09128
EAST,'380000148143,MET_ORE,3080,3295.6,3427.424,3735.89216,3847.968925,3924.928303
EAST,'273543215675,COAL,88892,88892,89780.92,90678.7292,95212.66566,98069.04563
EAST,'185400191810,CHEM_PET,7960,7960,8358,9110.22,9292.4244,9478.272888
EAST,'363300567230,MET_ORE,3360,3561.6,3739.68,3964.0608,4082.982624,4164.642276
EAST,'291632447135,COAL,50392,51903.76,54498.948,59948.8428,62346.79651,62970.26448
EAST,'318378145574,MO_VEH,9800,9996,10295.88,10295.88,10604.7564,11028.94666
EAST,'461446472780,IM,1320,1425.6,1425.6,1568.16,1615.2048,1663.660944
EAST,'380639353100,MO_VEH,800,824,856.96,882.6688,882.6688,891.495488
EAST,'472210417424,CHEM_PET,3920,3959.2,4157.16,4323.4464,4323.4464,4453.149792
EAST,'380000353100,AG_FOOD,4680,5101.2,5152.212,5667.4332,5894.130528,6188.837054
EAST,'186512264600,NONMET_PRO,11268,12056.76,12056.76,13141.8684,13667.54314,13667.54314
EAST,'472210445667,CHEM_PET,7000,7560,7635.6,7711.956,7866.19512,8259.504876
EAST,'380000343138,OTHER,3560,3844.8,4037.04,4037.04,4198.5216,4198.5216
EAST,'343545209197,AG_FOOD,3984,3984,4103.52,4472.8368,4472.8368,4607.021904
EAST,'359814261121,AG_FOOD,1200,1236,1297.8,1336.734,1336.734,1376.83602
EAST,'219986239455,COAL,27813,27813,28369.26,28652.9526,29512.54118,30693.04283
EAST,'492610472600,MET_ORE,4000,4080,4202.4,4538.592,4583.97792,4721.497258
EAST,'647000456850,CHEM_PET,7560,7711.2,7711.2,7865.424,7944.07824,8102.959805
EAST,'380000459370,FOR_PROD,3320,3419.6,3556.384,3876.45856,3992.752317,3992.752317
EAST,'234000207310,IM,160,160,163.2,168.096,173.13888,178.3330464
EAST,'380000204383,FOR_PROD,3800,4142,4142,4431.94,4609.2176,4839.67848
EAST,'318100380000,FOR_PROD,400,416,424.32,428.5632,441.420096,463.4911008
EAST,'379130369450,MET_ORE,4000,4040,4242,4454.1,4498.641,4678.58664
EAST,'315876185400,MO_VEH,800,800,800,808,832.24,873.852
EAST,'647000198543,CHEM_PET,7080,7434,7805.7,7805.7,7883.757,8120.26971
EAST,'447850148250,FOR_PROD,2880,2995.2,3115.008,3395.35872,3497.219482,3567.163871
EAST,'219986447134,COAL,51014,53564.7,53564.7,54635.994,57367.7937,59088.82751
EAST,'380000201152,NONMET_PRO,18072,18614.16,19544.868,20131.21404,20936.4626,21355.19185
EAST,'318100419170,CHEM_PET,3960,4276.8,4490.64,4760.0784,4998.08232,5098.043966
EAST,'359900461417,MO_VEH,1200,1224,1236.24,1285.6896,1324.260288,1363.988097
EAST,'145460381315,IM,9400,10340,10340,10546.8,10652.268,11078.35872
EAST,'439900491200,NONMET_PRO,320,332.8,346.112,373.80096,373.80096,388.7529984
EAST,'456200206297,CHEM_PET,1600,1632,1680.96,1731.3888,1800.644352,1836.657239
EAST,'380000427120,FOR_PROD,3760,4023.2,4023.2,4385.288,4429.14088,4517.723698
EAST,'472600206297,IM,1600,1632,1632,1648.32,1730.736,1782.65808
EAST,'653900417500,AG_FOOD,400,404,408.04,440.6832,462.71736,467.3445336
EAST,'472990373950,OTHER,800,872,906.88,915.9488,915.9488,943.427264
EAST,'281432472840,MET_ORE,7040,7462.4,7537.024,7989.24544,8228.922803,8640.368943
EAST,'491200472966,NONMET_PRO,7920,8712,8973.36,9422.028,9610.46856,9802.677931
EAST,'318100497860,MO_VEH,1560,1606.8,1655.004,1754.30424,1824.47641,1842.721174
EAST,'384620183710,CHEM_PET,2600,2808,2864.16,2921.4432,2950.657632,3039.177361
EAST,'343689148250,IM,560,565.6,588.224,635.28192,635.28192,660.6931968
EAST,'461446472780,CHEM_PET,520,566.8,583.804,636.34636,661.8002144,661.8002144
EAST,'273543203530,COAL,31412,32982.6,34301.904,35330.96112,36744.19956,38581.40954
EAST,'344616567610,MET_ORE,3640,4004,4004,4084.08,4288.284,4416.93252
EAST,'375690363510,CHEM_PET,3840,3993.6,4073.472,4317.88032,4404.237926,4580.407443
EAST,'407767185400,CHEM_PET,3880,3918.8,4036.364,4440.0004,4573.200412,4801.860433
EAST,'458540465322,FOR_PROD,23800,24752,25494.56,27789.0704,27789.0704,28622.74251
EAST,'218786209261,CHEM_PET,2560,2739.2,2821.376,3018.87232,3169.815936,3296.608573
EAST,'028750234000,FOR_PROD,3680,3680,3790.4,3942.016,4060.27648,4100.879245
EAST,'379124424490,COAL,35031,37833.48,39725.154,40916.90862,41326.07771,42565.86004
EAST,'463240479800,CHEM_PET,3400,3468,3606.72,3714.9216,3900.66768,4056.694387
EAST,'363400345439,CHEM_PET,4860,5103,5154.03,5566.3524,5566.3524,5566.3524
EAST,'433117191267,MO_VEH,1000,1060,1081.2,1178.508,1213.86324,1238.140505
EAST,'208548208513,CHEM_PET,15560,16026.8,16347.336,17491.64952,18016.39901,18737.05497
EAST,'395940456985,COAL,51252,53814.6,56505.33,58200.4899,60528.5095,63554.93497
EAST,'283110380000,MET_ORE,1440,1584,1647.36,1746.2016,1798.587648,1852.545277
EAST,'380000409140,CHEM_PET,4200,4578,4715.34,4809.6468,4905.839736,4905.839736
EAST,'396640368700,OTHER,3960,4039.2,4079.592,4079.592,4161.18384,4202.795678
EAST,'403896384846,CHEM_PET,3880,4190.4,4274.208,4445.17632,4622.983373,4854.132541
EAST,'566790221003,MO_VEH,4480,4480,4569.6,4706.688,4753.75488,4801.292429
EAST,'499600447162,MET_ORE,4480,4659.2,4705.792,4846.96576,4895.435418,5042.29848
EAST,'472210445450,MET_ORE,3200,3264,3264,3296.64,3461.472,3461.472
EAST,'644800653590,OTHER,1000,1040,1092,1146.6,1158.066,1204.38864
EAST,'473353417174,CHEM_PET,3560,3773.6,3886.808,3964.54416,4162.771368,4370.909936
EAST,'396640568372,CHEM_PET,3120,3213.6,3374.28,3610.4796,3610.4796,3754.898784
EAST,'380000359900,AG_FOOD,33520,34190.4,35216.112,38385.56208,39537.12894,39537.12894
EAST,'456360472780,MET_ORE,3600,3708,3856.32,4010.5728,4170.995712,4379.545498
EAST,'457680457250,FOR_PROD,6720,6720,6854.4,7539.84,7766.0352,8076.676608
EAST,'380000207310,MET_ORE,400,400,404,420.16,436.9664,436.9664
EAST,'464160465590,NONMET_PRO,6576,6641.76,6841.0128,7319.883696,7466.28137,7764.932625
EAST,'479386647000,CHEM_PET,3600,3744,3893.76,4205.2608,4373.471232,4504.675369
EAST,'268667442547,NONMET_PRO,13296,14359.68,14503.2768,15373.47341,15834.67761,15834.67761
EAST,'341800380000,CHEM_PET,2400,2568,2696.4,2831.22,2916.1566,2916.1566
EAST,'453869028750,MET_ORE,3560,3560,3560,3738,3850.14,4042.647
EAST,'409160469850,CHEM_PET,7720,8492,8831.68,8919.9968,9365.99664,9740.636506
EAST,'472600647000,IM,160,169.6,171.296,178.14784,185.2737536,188.9792287
EAST,'436650428880,CHEM_PET,8640,8640,8985.6,9255.168,9255.168,9625.37472
EAST,'261004380000,AG_FOOD,800,808,824.16,898.3344,916.301088,925.4640989
EAST,'472210464360,CHEM_PET,4440,4662,4848.48,5187.8736,5239.752336,5344.547383
EAST,'380000341800,FOR_PROD,3640,3676.4,3749.928,4049.92224,4130.920685,4213.539098
EAST,'380639456388,CHEM_PET,3120,3213.6,3213.6,3470.688,3540.10176,3540.10176
EAST,'345237451470,CHEM_PET,2560,2611.2,2715.648,2742.80448,2879.944704,2908.744151
EAST,'277592363216,COAL,48450,51841.5,53915.16,54993.4632,57193.20173,58908.99778
EAST,'353100261107,IM,440,462,471.24,490.0896,490.0896,509.693184
EAST,'396640218500,CHEM_PET,5720,5777.2,5834.972,5893.32172,6129.054589,6312.926226
EAST,'396640315876,MO_VEH,1120,1120,1120,1220.8,1269.632,1333.1136
EAST,'461417359900,IM,2400,2400,2424,2642.16,2747.8464,2830.281792
EAST,'206297472600,IM,720,734.4,749.088,779.05152,794.6325504,802.5788759
EAST,'428880379500,OTHER,4400,4796,4843.96,5183.0372,5442.18906,5659.876622
EAST,'284041411402,COAL,76090,79133.6,79133.6,82298.944,84767.91232,88158.62881
EAST,'379500447134,COAL,51442,54528.52,56709.6608,61246.43366,63083.82667,64345.5032
EAST,'568437609300,AG_FOOD,9600,10176,10379.52,10898.496,11225.45088,11786.72342
EAST,'206297439790,IM,10640,11065.6,11508.224,11968.55296,12327.60955,12327.60955
EAST,'387650491200,AG_FOOD,3880,3996.4,4156.256,4571.8816,4663.319232,4756.585617
EAST,'173360380000,IM,10320,10526.4,10842.192,11059.03584,11280.21656,11505.82089
EAST,'566900456373,MO_VEH,760,820.8,820.8,902.88,929.9664,967.165056
EAST,'456200206297,CHEM_PET,800,808,832.24,907.1416,952.49868,952.49868
EAST,'472653456122,NONMET_PRO,8440,8608.8,8780.976,9483.45408,9673.123162,10060.04809
EAST,'439900431525,CHEM_PET,3720,4054.8,4216.992,4385.67168,4517.24183,4607.586667
EAST,'376970496680,AG_FOOD,5208,5312.16,5312.16,5312.16,5524.6464,5690.385792
EAST,'380000209252,AG_FOOD,7920,8632.8,8719.128,8719.128,8980.70184,9429.736932
EAST,'447580252250,FOR_PROD,3880,4112.8,4153.928,4527.78152,4527.78152,4754.170596
EAST,'343100380000,CHEM_PET,1200,1236,1260.72,1336.3632,1363.090464,1403.983178
EAST,'261109341800,IM,360,378,396.9,408.807,429.24735,429.24735
EAST,'456495647000,IM,480,499.2,509.184,539.73504,545.1323904,556.0350382
EAST,'170111261203,CHEM_PET,2840,3010.4,3160.92,3224.1384,3320.862552,3320.862552
EAST,'207800028521,CHEM_PET,3440,3474.4,3613.376,3830.17856,3830.17856,4021.687488
EAST,'047600283110,CHEM_PET,3760,3835.2,3873.552,4144.70064,4310.488666,4396.698439
EAST,'261000406850,NONMET_PRO,4000,4200,4368,4455.36,4455.36,4678.128
EAST,'380000171983,AG_FOOD,18600,19344,19730.88,21309.3504,21735.53741,21952.89278
EAST,'297763472210,AG_FOOD,6252,6814.68,7087.2672,7654.248576,8036.961005,8036.961005
EAST,'214952361433,MET_ORE,7200,7200,7272,7344.72,7638.5088,7791.278976
EAST,'396246191808,CHEM_PET,7068,7562.76,7562.76,7789.6428,8179.12494,8179.12494
EAST,'201776234000,COAL,27768,28323.36,29173.0608,30339.98323,31250.18273,31875.18638
EAST,'439900422940,AG_FOOD,7680,7987.2,8306.688,8805.08928,9069.241958,9069.241958
EAST,'647000267324,CHEM_PET,3840,3916.8,3916.8,4190.976,4316.70528,4403.039386
EAST,'647011456377,NONMET_PRO,8160,8323.2,8656.128,8829.25056,9005.835571,9456.12735
EAST,'380000497620,AG_FOOD,3920,4233.6,4360.608,4491.42624,4491.42624,4715.997552
EAST,'647000403330,CHEM_PET,4000,4400,4400,4796,5035.8,5086.158
EAST,'215119342418,COAL,38610,40540.5,41351.31,41764.8231,43853.06426,45168.65618
EAST,'359814261004,IM,7520,8272,8272,8685.6,8946.168,9214.55304
EAST,'380000369471,MET_ORE,5400,5454,5672.16,5785.6032,5901.315264,6196.381027
EAST,'191808272930,CHEM_PET,3320,3386.4,3555.72,3911.292,4067.74368,4189.77599
EAST,'218500380000,CHEM_PET,3200,3456,3490.56,3699.9936,3773.993472,3887.213276
EAST,'439900359430,FOR_PROD,3560,3666.8,3850.14,4004.1456,4204.35288,4414.570524
EAST,'380000141260,IM,19600,21364,22218.56,22662.9312,23342.81914,23576.24733
EAST,'464160497133,NONMET_PRO,21656,22089.12,22751.7936,24344.41915,24831.30753,25576.24676
EAST,'286326566900,MO_VEH,3360,3360,3393.6,3461.472,3461.472,3634.5456
EAST,'355296373440,CHEM_PET,2240,2464,2464,2611.84,2716.3136,2770.639872
EAST,'479473412750,CHEM_PET,3840,3878.4,3955.968,4114.20672,4155.348787,4238.455763
EAST,'191650258688,AG_FOOD,3000,3150,3150,3433.5,3502.17,3537.1917
